id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,Unnamed: 19
4,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,",,,,,,,,,,,,,"J Appl. Phys.,","76,","893,",,(1994).,
7,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,",,,,,,,,,,,,,"J Appl. Phys.,","76,","893,",,(1994).,
10,Steve Benford and Lennart E. Fahlen.,,A spatial model of interaction in large virtual environments.,,,,,"In Proceedings of ECSCW'93,",,,"Milan,",,,,,,,September,
13,"Benford, S., Bowers, J., Fahlen, L.E., Greenhalgh, C., Snowdon, D.",,User Embodiment in Collaborative Virtual Environments.,,,,,"In Proceedings of CHI95,",,,,,,,,242-249.,,(1995).,
20,"B. Buth et. al.,",,"Provably Correct Compiler Implementation,",,,,in U. Karstens and P. Pfahler (eds.),"Compiler Construction,","Springer Verlag, LNCS 641,",,,,,,,pp. 141-155.,,"1992,",
23,"Bettina Buth, Karl-Heinz Buth, Martin Franzle, Burghard von Karger, Yassine Lakhneche, Hans Langmaack, and Markus Muller-Olm.",,Provably correct compiler development and implementation.,,,,"In U. Kastens and P. Pfahler, editors,","Compiler Construction, number 641 in Lecture Notes in Computer Science,","Springer-Verlag,",,,,,,,pages 141-155.,,1992.,
29,,,An investigation of niche and species formation in genetic function optimization.,,,,"Deb, K. and D. Goldberg","Proceedings of the Third International Conference on Genetic Algorithms,",Morgan Kaufmann.,,,,,,,pp. 42-50.,,(1989).,
33,M. Dill and M.,,,,,,,,,,,,Perception & Psychophysics (in press).,,,,,,
36,"Dutta, S. and Shekhar, S.",,Bond rating: A non-conservative application of neural networks.,TR91-008,"Computer and Information Sciences, University of Florida",,,"In International Joint Conference on Neural Networks,",,,,,,,"volume 2,",pages 443-450.,,1988.,
45,"Fahle, M., Edelman, S., and Poggio, T.",,Fast perceptual learning in hyperacuity.,,,,,,,,,,,"Vision Research,",35,3003-3013.,,(1995).,
52,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.",,A space based model for user interaction in shared synthetic environments.,,,,,"In Proceedings of Interchi '93,",,,,,,,,"pages 43-48,",,April,
58,"Fahlman, S. E.",,A Planning System for Robot Construction Tasks.,,,,,,,,,,,"Artificial Intelligence,","5 (1),",1-49.,,(1974).,
61,S. E. Fahlman.,,A planning system for robot construction tasks.,,,,,,,,,,,"Artificial Intelligence,",5,"1-49,",,1974.,
64,S. F. Fahlman.,,A planning system for robot construction tasks.,,,,,"Artifical Intel-lignece, 5:pp.",,,,,,,,"1-49,",,1974.,
69,"Fahlman, S.",,NETL: A system for representing and using real world knowledge.,,,,,,MIT Press.,,,,,,,,,(1979).,
72,"Fahlman, S. E.",,NETL: A System for Representing and Using Real-World Knowledge.,,,,,,MIT Press.,,,,,,,,,(1979).,
75,"Fahlman, S. E.,",,"NETL: A System for Representing and Using Real World Knowledge,",,,,,,Cambridge: MIT Press.,,,,,,,,,1979.,
78,"Fahlman, S. E.,",,"NETL: A System for Representing and Using Real World Knowledge, Cam-bridge:",,,,,,MIT Press.,,,,,,,,,1979.,
81,Scott E. Fahlman.,,NETL: A System for Representing and Using Real-World Knowledge.,,,,,,"MIT Press,",,"Cambridge, MA,",,,,,,,1979.,
84,Scott E. Fahlman.,,A System for Representing and Using Real-World Knowledge.,,,,,,"MIT Press,",,"Cambridge, MA,",,,,,,,1979.,
87,"S. Fahlman,",,NETL: A System for Representing and Using Real-World Knowledge.,,,,,,"The MIT Press,",,"Cambridge, Massachusetts,",,,,,,,1979.,
90,S. Fahlman.,,NETL: A System for Representing and Using Real-World Knowledge.,,,,,,"The MIT Press,",,"Cambridge, Mas-sachusetts,",,,,,,,1979.,
109,"Fahlman, S. E.",,Faster-learning variations on back-propagation.,,,,"In G. E. Hinton,",T.,,,,,,,,,,(1988).,
112,"Fahlman, S.E.",,"`Fast-learning variations on back-propagation: An empirical study',",,,,"Touretzky, D., Hinton, G., Sejnowski, T. (eds.),","Proc. 1988 Connectionist Models Summer School,","Morgan Kaufmann,",,"San Mateo, CA:",,,,,38-51.,,(1989),
115,"Fahlman, S.E.",,Fast-learning variations on back-propagation: an empirical study.,,,,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.","Proceedings of the 1988 Connectionist Models Summer School,","(Morgan Kaufman,",,"Pittsburgh, PA,",,,,,38-51,,1989.,
118,S. Fahlman.,,Faster learning variations on back-propagation: An empirical study.,,,,,"In Procs. of the 1988 Connectionist Models Summer School,",,,"Pittsburgh, PA,",,,,,"pages 38-51,",,1988.,
122,"Fahlman, S.",,E . Faster-learning variations of backpropagation : An empirical study.,,,,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),","Proceedings of the 1988 Connectionist Models Summer School,",Morgan Kaufmann,,"San Mateo, CA:",,,,,"38-51,",,1988.,
125,"Fahlman, S. E.",,Fast-learning variations on back-propagation: An empirical study.,,,,"In Touretzky, D., Hinton, G., and Sejnowski, T., editors,","Proceedings of the 1988 Connectionist Models Summer School,","Mor-gan Kaufmann,",,"Pittsburgh, PA,",,,,,"pages 38-51,",,1989.,
128,S.E. Fahlman.,,Faster-learning Variations on Backpropagation : An Empirical Study. In T.J.,,,,"Sejnowski, G.E. Hinton, and D.S. Touretzky, editors,",in 1988 Connectionist Models Summer School.,"Morgan Kauf-mann,",,,,,,,,,1988.,
131,"S. Fahlmann,",,"Faster-Learning Variations on BackPropagation: An Empirical Study,",,,,,"Proceedings of the 1988 Connectionist Models Summer School,",,,,,,,,"pp 38-51,",,1988.,
134,S.E. Fahlman.,,Faster-learning variations on back-propagation: An empirical study.,,,,,"In Proceedings of the 1988 Connectionist Models Summer School,",,,,,,,,,,1988.,
143,S. E.,,"Fahlman (1988): Faster-Learning Variations on BackPropagation: An Empirical Study,",,,,,"in Proceedings of the 1988 Connectionist Models Summer School,",Morgan Kauf-mann.,,,,,,,,,,
147,Scott E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,September,
150,"Fahlman, S. E.",,"An empirical study of learning speed in back-propagation networks,","Technical Report CMU-CS-88-162,",Carnegie Mel-lon University.,,,,,,,,,,,,,"(1988),",
153,"Fahlman, S. E.",,An empirical study of learning speed in backpropagation networks.,"Technical Report CMU-CS-88-162,","Computer Science Department, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1988).,
156,"Fahlman, S. E.",,An Empirical Study of Learning Speed in Backpropagation Networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,1988.,
159,"Fahlman, Scott.",,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University.",,,,,,,,,,,,,1988.,
162,"Fahlman, Scott.",,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University.",,,,,,,,,,,,,1988.,
165,"Fahlman, S.E.",,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,,,In Proceedings of the 1988 Connectionist Models Summer School.,Morgan-Kaufmann.,,,,,,,,,1988.,
174,"S. E. Fahlman,",,"An Empirical Study of Learning Speed in Back-Propagation Networks,","Technical Report,","CMU-CS-TR-88-162, Carnegie Mellon University,",,,,,,,,,,,,,1988.,
177,"Fahlman, S.:",,"An Empirical Study of Learning Speed in Back-Propagation Networks,","CMU-CS-88-162,","Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,September,
180,"Fahlman, S.E.",,"An empirical study of learning speed in backpropagation networks,","Technical Report CMU-CS-88-162,","Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,1988.,
194,S.E. Fahlman and C. Lebiere:,,"The Cascade-Correlation Learning Architecture,","(technical report), CMU-CS-90-100,","Carnegie-Mellon University,",,,,,,"Pittsburgh, PA:",,,,,,,1991.,
197,"Fahlman, S. E. and Lebiere,C.",,The cascade-correlation learning architecture.,Technical Report CMU-CS-90-100.,Carnegie-Mellon Universtity.,,,,,,,,,,,,,(1990).,
200,"Fahlman, S. E. and Lebiere, C.",,The Cascade-correlation Learning Architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1990).,
203,"Fahlman, S. E., & Lebiere, C.",,Cascade-correlation learning architecture,Technical rep. CMU-CS-90-100).,"Carnegie Mellon University, Computer Science Department.",,,,,,"Pittsburgh, PA:",,,,,,,(1989).,
206,"Fahlman, S., and Lebiere, C.",,The cascade-correlation learning architecture.,"Technical Report CMU CS-90-100,","Carnegie Mellon University,",,,,,,Pittsburgh.,,,,,,,(1990).,
209,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
215,"Fahlman, S. E., and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,Feb.,
218,"Fahlman, S. E., and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,Feb.,
221,"S. E. Fahlman and C. Lebiere,",,"The Cascade-Correlation Learning Architecture,","Technical Report, CMU-CS-TR-91-100,","Carnegie Mellon University,",,,,,,,,,,,,,1991.,
224,"S. Fahlman and C. Lebiere,",,"The casade-correlation learning architecture,","Tech. Report CMU-CS-90-100,","Carnegie Mellon University, School of Computer Science,",,,,,,,,,,,,,Feb,
227,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"Carnegie-Mellon Report CMU-CS-90-100,",,,,,,,,,,,,,,1990,
230,S. E. Fahlman and Christian Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213,",,,,,,,"February,",
233,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
236,S.E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical report,","School of Computer Science Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213,",,,,,,,August,
239,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,1990.,
242,"Fahlman, S. E. & Lebiere, C.",,The Cascade-correlation Learning Architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1990).,
250,"Fahlman, S. & Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touretzky, D., editor,","Advances in Neural Information Processing Systems (volume 2),",Morgan Kaufmann.,,"San Mateo, CA.",,,,,"(pp. 524-532),",,(1989).,
253,"Fahlman, S. & Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touretzky, D., editor,","Advances in Neural Information Processing Systems (volume 2),",Morgan Kaufmann.,,"San Mateo, CA.",,,,,"(pp. 524-532),",,(1989).,
256,"Fahlman, S. & Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touretzky, D., editor,","Advances in Neural Information Processing Systems (volume 2),",Morgan Kaufmann.,,"San Mateo, CA.",,,,,"(pp. 524-532),",,(1989).,
259,"Fahlman, S. & Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touretzky, D., editor,",Advances in Neural Information Processing Systems (volume 2).,"Morgan Kaufmann,",,"San Ma-teo, CA.",,,,,,,(1989).,
262,"Fahlman, S. E. & Lebiere, C.",,The cascade-correlation learning architecture.,,,,,Advances in Neural Information Processing Systems (Vol.,Morgan Kaufmann.,,"Denver, CO:",,,,,2) (pp. 524-532).,,(1989).,
268,"Fahlman, S. E. & Lebiere, C.",,The cascade correlation architecture.,,,,,"In Advances in Neural Information Processing Systems,",,,,,,,Volume 2,(pp. 524532).,,(1990).,
271,"Fahlman, S. E. and Lebiere, C.",,The Cascade Correlation Learning Architecture.,,,,"Touretzky, D. S. (ed).",In Neural Information Processing Systems,"Morgan-Kauffman,",,,,,,2.,pp 524-532.,,(1990).,
274,"Fahlman, S. E. and Lebiere, C.",,The cascade-correlation architecture.,,,,"In Touretzky, D. S., editor,",Advances in Neural Information Processing Structures,Morgan Kaufmann.,,,,,,"2,",pages 524 532.,,(1990).,
277,"Fahlman, S. E., & Lebiere, C.",,The Cascade Correlaion Learning Architecture.,,,,"Touretzky, D. S. (ed),",NIPS.,,,,,,,,Pages 524-532,,(1990).,
280,"Fahlman, S. E., & Lebiere, C.",,The cascade correlation architecture.,,,,,"Advances in 43 Neural Information Processing Systems,",,,,,,,"2,",524-532.,,(1990).,
283,"Fahlman, S. E., & Lebiere, C.",,The cascade-correlation learning architecture.,,,,D. S. Touretzky (Ed.),In Advances in Neural Information Processing Systems,Morgan Kaufmann.,,"San Mateo, CA:",,,,Vol. 2).,,,(1990).,
286,"Fahlman, S. E., & Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touretzky, D. S. (Ed.),",Advances in Neural Information Processing Systems,"Morgan Kaufmann,",,"San Mateo, CA.",,,,"2,",pp. 524-532.,,(1990).,
289,"Fahlman, S. E., and Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touretzky, D. S., editor,",Advances in Neural Information Processing Systems,Morgan Kaufmann.,,"San Mateo, CA:",,,,"2,",524-532.,,(1990).,
292,"Fahlman, S. E., and Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touretzky, D. S., editor,",Advances in Neural Information Processing Systems,Morgan Kaufmann.,,"San Mateo, CA:",,,,"2,",524-532.,,(1990).,
295,"Fahlman, S. and Lebiere C.",,The Cascade Correlation Learning Architecture.,,,,,,,,,,,,,,,(1991).,
298,"Fahlman, S. and Lebiere, C.",,The cascade-correlation architecture.,,,,"In Touretzky, D. S., editor,",Advances in Neural Information Processing Structures,Mor-gan Kaufmann.,,,,,,"2,",pages 524-532.,,(1990).,
301,"Fahlman, S., & Lebiere, C.",,"The cascade-correlation learning architecture. In Touret-zky,",,,,"D. (Ed.),","Advances in Neural Information Processing Systems,",Morgan Kaufmann.,,"San Mateo, CA.",,,,"Vol. 2,","pp. 524-532,",,(1989).,
304,"Fahlman, S., & Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In Touret-zky, D. (Ed.),","Advances in Neural Information Processing Systems,",Morgan Kaufmann.,,"San Mateo, CA.",,,,"Vol. 2,","pp. 524-532,",,(1989).,
307,"Fahlman, S., and Lebiere, C.",,The cascade-correlation learning architecture.,,,,,In Advances in Neural Information Processing Systems,CO.,,"Denver,",,,,"2,",524-532.,,(1989).,
313,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D. S. Touretzky, (ed.),",Advances in Neural Information Processing Systems,Morgan Kaufmann.,,,,,,"volume2,",pages 524-532.,,(1990),
316,S.E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,,In Advances in Neural Information Processing Systems,,,"Den-ver, CO,",,,,"volume2,","pages 524-532,",,November,
319,S. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D. Touretzky, editor,","Advances in Neural Information Processing Systems,","Morgan Kaufmann,",,,,,,"volume 2,",pages 524-532.,,1990.,
322,"S. E. Fahlman and C. Lebiere,",,"The Cascade-Correlation Learning Architecture,",,,,,"In Advances in Neural Information Processing Systems,",,,"Denver, CO",,,,"volume 2,",524-532.,,"(1989),",
331,"S. E. Fahlman and C. Lebiere,",,"The cascade-correlation learning algorithm,",,,,"in D. S. Touretzky, ed.,",Advances in Neural Information Processing Systems,"Morgan Kauffman,",,"Los Altos, Ca.:",,,,"2,","pp. 524-532,",,1990.,
334,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D. S. Touretsky, editor,","Advances in Neural Information Processing Systems,",Morgan Kaufmann.,,"San Mateo, CA,",,,,,"pages 524-532,",,1990.,
337,"S. Fahlman and C. Libiere,",,"The Cascade Correlation Architecture""",",,,,in D. Touretzky (ed.)",",Advances in Neural Information Processing Systems,(Morgan Kaufman",",,San Mateo","CA)""",,,,2,P.524-532.,,,,,,,
340,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D. S. Touretzky, editor,","Advances in Neural Information Processing Systems,",Morgan Kaufmann.,,"San Mateo, CA,",,,,"volume 2,","pages 524-532,",,1990.,
343,"Fahlman, S.E. and Lebiere, C.",,"The cascade-correlation learning architecture,",,,,"D.S. Touretzky, (Ed.)","Advances in Neural Information Processing,","Morgan Kauffman,",,"San Mateo, CA:",,,,"vol. 2,","pp. 524-532,",,1990.,
346,"Fahlmann, Scott, C. Lebiere.",,The Cascade-Correlation Learning Architechture.,,,,,in Advances in Neural Information Processing,Morgan Kaufmann Publishers:,,"Los Altos, CA.",,,,2.,pp. 524-532.,,,
349,Scott E. Fahlman and Christian Lebiere.,,The Cascade-Correlation learning architec-ture.,,,,,"In [13],",,,,,,,,"pages 524-532,",,1990.,
352,S.E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D. S. Touretzky, editor,",Advances in Neural Information Processing Systems,"IEEE, Morgan Kaufmann.",,"San Mateo, CA,",,,,"2,","pages 524-532,",,1990.,
358,S.E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D. S. Touretzky, editor,",Advances in Neural Information Processing Systems,"Morgen Kaufmann,",,,,,,2.,,,1990.,
361,"Fahlman, S. and Lebiere, C.",,The cascade-correlation learning architecture.,,,,"In D.S. Touretzky (Ed.),",Advances in Neural Information Processing Systems,"Morgan Kaufmann Publishers,",,Los Altos CA.,,,,2,(pp. 524-532.).,,(1990).,
364,S. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D. Touretzky, editor,","Advances in Neural Information Processing Systems,","Morgan Kaufmann,",,Denver,,,,"volume 2,","pages 524-532,",,"1989, 1990.",
367,Scott E. Fahlman and Christian Lebiere.,,The Cascade-Correlation learning architecture.,,,,,"In [22],",,,,,38 REFERENCES,,,"pages 524-532,",,1990.,
370,"Fahlman, Scott E.,",,"The Cascade-Correlation Learning Architecture""",",,,,,in Advances in Neural Information Processing Systems,Morgan Kaufman,,,,,,2",",,,(1990).,
371,S. Fahlman",",,""The cascade-correlation learning architecture,"",,,,D. Touretzky","ed.""",in Advances in Neural Information Processing Systems,"Morgan Kaufmann Publishers,",,"(San Mateo, CA),",,,,2,"pp. 524- ed.532,",,1990.,
373,S.E. Fahlman and Lebiere C.,,; The Cascaded-Correlation Learning Architecture.,,,,,"In: Advances in Neural Information Processing Systems,",,,,,,,"2,","524-532,",,1990.,
376,S.E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,,,,"In D.S. Touretzky, editor,","Advances in Neural Information Processing Systems,",Morgan Kaufmann.,,"San Mateo,",,,,"volume 2,","pages 524-532,",,1990.,
379,S. E. Fahlman and C. Lebiere.,,The cascade correlation learning algorithm.,,,,"In D.S. Touretzky, editor,",Neural Information Processing Systems,"Morgan-Kauffman,",,"San Mateo, CA,",,,,"2,",pages 524-532.,,1990.,
391,"Fahlman, S.E. and Lebiere C.",,The Cascade-Correlation Learning Architecture.,,,,"ed. D.S. Touretzky,","In Advances in Neural Information Processing Systems II (Denver 1989),",Morgan Kaufmann.,,San Mateo:,,,,,524-532.,,"(1990),",
394,S. E. Fahlman and C. Lebiere,,"The Cascade-Correlation Learning Architecture,",,,,"D. E. Touretzky, ed.","in Advances in Neural Information Systems II,",Morgan Kaufmann.,,,,,,,pp. 524-532,,(1991):,
397,"Fahlman, S. E.",,The recurrent cascade-correlation architecture.,,,,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",Advances in Neural Information Processing Systems,Morgan Kaufmann.,,"San Mateo, CA:",,,,"3,",190-205.,,(1991).,
400,"Fahlman, S. E.",,The recurrent cascade-correlation architecture.,,,,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",Advances in Neural Information Processing Systems,Morgan Kaufmann Publishers.,,"San Mateo, California:",,,,"3,",pages 190-196.,,(1991).,
403,"Fahlman, S. E.",,The recurrent cascade-correlation learning algorithm.,,,,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,","NIPS 3,",Morgan Kaufmann.,,"San Mateo, CA:",,,,,pages 190-196.,,(1991).,
406,S. Fahlman.,,The recurrent cascade-correlation architecture.,,,,"In R. Lippmann, J. Moody, and D. Touretzky, editors,",Advances in Neural Information Processing Systems,"Morgan Kaufmann Publishers, Inc.,",,"San Mateo, California,",,,,"3,",pages 190-196.,,1991.,
409,Scott E. Fahlman.,,The recurrent cascade-correlation architecture.,,,,"In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors,",Advances in Neural Information Processing Systems,Morgan Kaufmann Publishers.,,"San Mateo, California,",,,,"3,","pages 190-196,",,1991.,
412,S. Fahlman.,,The recurrent cascade-correlation architecture.,,,,"In R. Lippmann, J. Moody, and D. Touretzky, editors,",Advances in Neural Information Processing Systems,"Morgan Kaufmann,",,"San Mateo, CA,",,,,"3,",pages 190 196.,,1991.,
416,Scott E. Fahlman and David B. McDonald.,,Design considerations for CMU common lisp.,,,,"In Peter Lee, editor,","Advanced Language Implementation,","The MIT Press,",,,,,,"chapter 6,",pages 137-156.,,1991.,
421,Scott E. Fahlman.,,Some thoughts on NETL 15 years later.,,Stanford University.,,"In James Geller, editor,","Innovative Applications of Massive Parallelism,","AAAI,",,,,"Working Notes, Spring Symposium Series,",,,pages 85-89.,,1993.,
424,"S. E. Fahlman, L. D. Baker and J. A. Boyan,",,"The Cascade 2 Learning Architecture,","Technical Report,","CMU-CS-TR-96-184, Carnegie Mellon University,",,,,,,,,,,,,,1996.,
427,"Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson.",,A Space Based Model for User Interaction in Shared Synthetic Environments.,,,,,In proceedings of the InterCHI93 conference (Amsterdam).,"ACM, NY:",,,,,,,43-48.,,1993.,
433,M. H. Hoehfeld and S. Fahlman.,,Learning with Limited Numerical Precision Using the Cascade-Correlation Algorithm.,,,,,,,,,,,"IEEE Transactions on Neural Networks,","vol. 3, no. 4,",,,July,
437,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,"U. Kastens and P. Pfahler, ed.","in Proceedings of the Fourth International Conference on Compiler Construction,","Springer-Verlag,",,"FRG, Paderborn",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp. 125-140,,"October 5-7,",
440,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,U. Kastens and P. ed.,"in Proceedings of the Fourth International Conference on Compiler Construction,","Pfahler,Springer-Verlag,",,"FRG, paderborn",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp. 125-140,,"October 5-7,",
443,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,U. Kastens and P. ed.,"in Proceedings of the Fourth International Conference on Compiler Construction,","Pfahler,Springer-Verlag,",,"FRG, Paderborn,",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp.125-140,,"October 5-7,",
446,"Knoop, J. and Steffen, B.,",,"The interprocedural coincidence theorem,",,,,U. Kastens and P. ed.,"in Proceedings of the Fourth International Conference on Compiler Construction,","Pfahler,Springer-Verlag,",,"FRG, Paderborn,",,"Lecture Notes in Computer Science,",,"Vol. 641,",pp. 125-140,,"October 5-7,",
449,J. Knoop and B. Steffen.,,The interprocedural coincidence theorem.,,,,"U. Kastens and P. Pfahler (eds.),","In Proceedings of the Fourth International Conference on Compiler Construction,","Springer-Verlag,",,"Paderborn, FRG,",,"Appeared as Lecture Notes in Computer Science,",,"Vol. 641,","pages 125-140,",,October,
457,P. Pfahler and U. Kastens.,,Language design and implementation by selection.,,,,,"In First ACM SIGPLAN Workshop on Domain-Specific Languages,",,,"Paris, France,",,,,,,,January,
461,"Poggio, T., Fahle, M., and Edelman, S.",,Fast perceptual learning in visual hyperacuity.,,,,,,,,,,,"Science,",256,1018-1021.,,(1992).,
464,"Poggio, T., Fahle, M., & Edelman, S.",,Fast perceptual learning in visual hyperacuity.,,,,,,,,,,,"Science,","256,",1018-1021.,,(1992),
472,"Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb.",,Common Lisp: The Language.,,,,,,"Digital Press,",,"Burlington, Massachusetts,",,,,,,,1984.,
